transaction_id,customer_id,customer_name,customer_age,gender,product_id,product_name,product_category,quantiy,prce,payment_mode,purchase_date,time_of_purchase,status
TXN606349,CUST7985,Prisha Rastogi,40,M,P3093,Wheat,Groceries,5,20175,Debit Card,15/11/2023,5:08:45,pending
TXN211716,CUST3602,Anahita Vala,24,F,P7436,Smartphone,Electronics,3,13611,Debit Card,01/01/2024,21:52:37,pending
TXN311159,CUST2744,Arnav Baral,47,M,P1461,Laptop,Electronics,3,9804,Debit Card,04/09/2023,18:25:31,cancelled
TXN323989,CUST6806,Aaryahi Wadhwa,57,M,P6075,Magazine,Books,5,8605,EMI,10/02/2023,17:00:38,returned
TXN202417,CUST6209,Kashvi Saha,49,Female,P2575,Watch,Accessories,3,3495,Credit Card,30/05/2023,11:39:28,pending
TXN745077,CUST1214,Nehmat Batta,39,Male,P2344,Vegetables,Groceries,3,9849,EMI,27/06/2023,6:38:13,delivered
TXN866091,CUST5905,Vidur Kadakia,31,Female,P8457,Milk,Groceries,1,1784,Debit Card,19/02/2023,19:41:37,delivered
TXN915571,CUST6422,Indrans Sane,52,Male,P5455,Wallet,Accessories,4,18504,Cash,01/09/2023,18:21:56,pending
TXN583746,CUST7325,Zain Chandra,24,Female,P1379,Headphones,Electronics,5,2730,Debit Card,22/07/2023,17:10:52,delivered
TXN637189,CUST2458,Abram Tiwari,57,Female,P4427,T-Shirt,Clothing,3,7545,Debit Card,04/08/2023,18:17:56,delivered
TXN702931,CUST8052,Riaan Chakrabarti,24,Female,P9500,Bed,Furniture,3,4398,UPI,19/03/2023,15:51:46,cancelled
TXN286517,CUST8308,Veer Saha,48,Female,P8566,Sofa,Furniture,1,2725,CC,30/04/2023,0:58:12,cancelled
TXN370679,CUST3707,Zain Randhawa,57,Female,P8095,Belt,Accessories,5,20920,Cash,09/02/2023,6:23:58,cancelled
TXN451193,CUST9453,Mishti Gill,35,F,P7586,Jeans,Clothing,2,8026,Debit Card,05/06/2023,17:49:47,delivered
TXN136927,CUST2129,Trisha Shah,47,Female,P6532,Headphones,Electronics,1,2651,Debit Card,01/01/2023,3:10:15,returned
TXN294775,CUST5456,Nirvaan Char,41,Male,P2947,Jeans,Clothing,4,6564,Debit Card,21/11/2023,18:41:16,pending
TXN543658,CUST2442,Trisha Sarma,38,Female,P7548,Bed,Furniture,2,5960,CC,07/11/2023,10:27:46,delivered
TXN411486,CUST2370,Suhana Raju,51,M,P4475,Sunglasses,Accessories,3,1380,UPI,29/12/2023,6:41:43,delivered
TXN887186,CUST4609,Seher Solanki,22,M,P7072,Notebook,Books,5,7725,Cash,18/12/2023,3:06:17,cancelled
TXN863899,CUST5648,Veer Ravel,58,Female,P6360,Watch,Accessories,4,1484,Debit Card,24/05/2023,1:35:02,returned
TXN274437,CUST2976,Ranbir Kale,39,Female,P8389,Sunglasses,Accessories,4,9716,EMI,28/06/2023,21:04:14,pending
TXN229370,CUST2469,Tushar Subramanian,30,Female,P9712,T-Shirt,Clothing,3,6822,UPI,16/08/2023,1:04:10,returned
TXN124253,CUST7053,Badal Koshy,32,Male,P5156,Dining Table,Furniture,3,14181,Credit Card,10/04/2023,18:56:33,delivered
TXN534000,CUST3218,Bhamini Gopal,44,Female,P3194,Shirt,Clothing,2,2620,EMI,16/11/2023,19:49:52,pending
TXN425961,CUST7053,Badal Koshy,32,Male,P4671,Smartphone,Electronics,4,18100,CC,28/11/2023,21:21:13,delivered
TXN800282,CUST2363,Inaaya  Zachariah,41,F,P2375,Rice,Groceries,4,3480,Credit Card,07/07/2023,12:58:54,delivered
TXN867536,CUST6683,Azad Sastry,55,M,P8428,Fruits,Groceries,4,14000,Cash,08/07/2023,5:24:03,returned
TXN158335,CUST6677,Advik Mander,49,Female,P3801,Wheat,Groceries,5,2790,EMI,07/02/2023,16:05:13,cancelled
TXN884371,CUST5494,Kartik Zacharia,39,F,P3994,Vegetables,Groceries,3,14049,CC,01/12/2023,17:47:30,pending
TXN897872,CUST3837,Oorja Kuruvilla,49,M,P3583,Tablet,Electronics,4,6088,Credit Card,24/06/2023,11:35:10,delivered
TXN690070,CUST3255,Saanvi Toor,18,Male,P9250,Wheat,Groceries,5,22060,Credit Card,25/10/2023,9:05:36,delivered
TXN738348,CUST3196,Diya Sampath,31,M,P5913,Comics,Books,3,8457,Debit Card,16/07/2023,21:08:52,returned
TXN675959,CUST8020,Misha Mand,28,F,P2490,Tablet,Electronics,5,10195,Credit Card,08/01/2023,18:45:39,pending
TXN299058,CUST7531,Samaira Jani,29,M,P9749,Headphones,Electronics,5,13330,Debit Card,06/03/2023,8:21:05,returned
TXN780472,CUST5198,Samaira Chakraborty,32,F,P3944,T-Shirt,Clothing,2,2188,CC,25/09/2023,14:31:47,cancelled
TXN839797,CUST6758,Ayesha Sant,56,F,P8487,Wheat,Groceries,1,4653,Cash,24/02/2023,6:29:31,delivered
TXN493966,CUST2547,Dhanuk Dani,23,M,P4938,Watch,Accessories,5,18150,Debit Card,30/06/2023,21:02:49,delivered
TXN406231,CUST1207,Kartik Kade,18,M,P4886,Comics,Books,3,3705,EMI,01/08/2023,7:36:24,pending
TXN179224,CUST5990,Divij Mahal,22,Female,P6606,Wallet,Accessories,3,12099,Credit Card,18/07/2023,3:56:23,pending
TXN214938,CUST5692,Lagan Sibal,46,Female,P8196,Bed,Furniture,5,555,UPI,14/08/2023,21:33:50,delivered
TXN526299,CUST7920,Ayesha Bassi,51,Male,P6743,Laptop,Electronics,3,14055,Cash,30/05/2023,15:48:35,pending
TXN751056,CUST3723,Anahita Dara,41,F,P7634,Sofa,Furniture,1,2613,Cash,19/12/2023,21:48:31,pending
TXN832908,CUST2547,Dhanuk Dani,23,M,P3552,Fruits,Groceries,2,5996,EMI,31/08/2023,2:18:27,cancelled
TXN872062,CUST8166,Uthkarsh Tak,25,M,P1775,Sofa,Furniture,3,12720,Credit Card,30/03/2023,4:46:27,cancelled
TXN775036,CUST3260,Aaryahi Bandi,45,Female,P4748,Bed,Furniture,3,11109,CC,01/06/2023,19:07:29,pending
TXN297730,CUST1716,Jhanvi D’Alia,38,Female,P5145,Chair,Furniture,5,22665,UPI,09/12/2023,5:01:09,cancelled
TXN406062,CUST9925,Yuvaan Setty,46,F,P1531,Headphones,Electronics,3,4659,CC,07/02/2023,4:57:40,pending
TXN497677,CUST5252,Darshit Mann,57,F,P7967,Jeans,Clothing,4,19660,Cash,05/03/2023,8:39:36,cancelled
TXN832909,CUST1985,Rhea Manda,45,Female,P3928,Milk,Groceries,4,17592,CC,09/09/2023,7:22:54,delivered
TXN263512,CUST6937,Jayan Vora,54,Female,P5469,Notebook,Books,4,14360,EMI,10/07/2023,0:15:28,returned
TXN979524,CUST3800,Aarav Sur,29,F,P3482,Bed,Furniture,2,7580,Credit Card,24/07/2023,5:17:18,cancelled
TXN123346,CUST2129,Trisha Shah,47,Female,P1356,Headphones,Electronics,5,5900,EMI,04/04/2023,8:20:41,pending
TXN345475,CUST1394,Jayesh Brar,30,F,P7841,Notebook,Books,1,3074,EMI,03/09/2023,21:15:55,delivered
TXN355225,CUST4768,Yuvaan Shroff,23,Female,P4586,Chair,Furniture,4,5512,Cash,16/11/2023,8:53:55,delivered
TXN290451,CUST5212,Divit Madan,46,M,P7698,Fruits,Groceries,5,4310,UPI,27/05/2023,15:38:43,cancelled
TXN496446,CUST5750,Uthkarsh Ramaswamy,25,F,P8030,Textbook,Books,5,7690,EMI,05/01/2023,9:20:39,cancelled
TXN983400,CUST7531,Samaira Jani,29,M,P3186,Wheat,Groceries,3,11112,UPI,18/12/2023,4:29:06,pending
TXN780679,CUST5905,Vidur Kadakia,31,Female,P9122,Belt,Accessories,5,11455,Debit Card,26/03/2023,14:42:55,returned
TXN617453,CUST5781,Dhruv Sarna,49,M,P1823,Wallet,Accessories,3,576,Debit Card,18/07/2023,1:20:45,cancelled
TXN960139,CUST1563,Divit Jha,56,M,P9972,Milk,Groceries,3,5604,CC,02/11/2023,0:48:33,returned
TXN238017,CUST5616,Emir Swaminathan,18,F,P9739,Notebook,Books,5,21785,Credit Card,10/02/2023,16:19:55,returned
TXN686850,CUST1654,Chirag Varkey,58,M,P6046,Textbook,Books,2,3110,CC,08/07/2023,20:22:57,cancelled
TXN676768,CUST5215,Samaira Sarma,24,Female,P1337,Notebook,Books,3,8760,Credit Card,12/05/2023,21:08:40,returned
TXN566231,CUST7920,Ayesha Bassi,51,Male,P1080,Chair,Furniture,5,2310,Cash,31/01/2023,13:40:17,cancelled
TXN705007,CUST8501,Anay Borde,59,F,P8961,Jacket,Clothing,5,8885,Debit Card,26/04/2023,11:13:40,returned
TXN927210,CUST9484,Yashvi Uppal,27,Male,P7659,Smartwatch,Electronics,4,5712,UPI,23/01/2023,21:58:57,pending
TXN322146,CUST9903,Baiju Sen,54,Male,P6544,Vegetables,Groceries,4,3484,EMI,20/08/2023,7:49:22,returned
TXN565727,CUST7489,Adira Yadav,44,F,P8527,Notebook,Books,4,16252,Cash,18/03/2023,14:36:07,cancelled
TXN884623,CUST6860,Taimur Viswanathan,20,Male,P8213,Comics,Books,1,3797,UPI,04/11/2023,14:31:37,returned
TXN254111,CUST8315,Indrajit Shanker,39,Male,P8318,Novel,Books,2,1152,Cash,30/07/2023,10:52:23,delivered
TXN693923,CUST5204,Romil Grewal,36,M,P4217,Wallet,Accessories,3,4437,UPI,10/04/2023,22:25:28,delivered
TXN360505,CUST3434,Nitara Chana,50,Female,P1366,Jeans,Clothing,5,13585,UPI,20/07/2023,4:37:05,returned
TXN391585,CUST2366,Eshani Krishnan,43,F,P3087,Fruits,Groceries,3,4389,Cash,24/02/2023,14:51:00,returned
TXN148931,CUST2687,Lakshay Subramaniam,27,M,P2829,Shirt,Clothing,3,13239,Debit Card,17/03/2023,22:51:49,returned
TXN518223,CUST6209,Kashvi Saha,49,Female,P4116,Belt,Accessories,5,8305,EMI,30/06/2023,22:07:16,returned
TXN683982,CUST1937,Rania Varghese,24,F,P4479,Wardrobe,Furniture,3,10518,EMI,30/01/2023,19:41:01,cancelled
TXN495414,CUST6422,Indrans Sane,52,Male,P3429,Laptop,Electronics,1,1406,UPI,05/04/2023,16:25:13,returned
TXN284666,CUST7254,Madhav Kannan,41,Male,P1239,Watch,Accessories,1,4687,Debit Card,10/04/2023,18:14:22,returned
TXN937187,CUST3602,Anahita Vala,24,F,P7319,Sunglasses,Accessories,1,4961,CC,20/09/2023,0:42:16,pending
TXN403746,CUST3014,Divyansh Guha,23,Female,P3372,Comics,Books,3,14151,Cash,06/05/2023,5:08:18,cancelled
TXN618951,CUST9484,Yashvi Uppal,27,Male,P3106,Bed,Furniture,5,17055,Cash,28/05/2023,0:19:41,returned
TXN614457,CUST6677,Advik Mander,49,Female,P9115,Laptop,Electronics,2,1464,Credit Card,15/02/2023,6:38:17,returned
TXN785586,CUST9709,Suhana Sule,26,M,P8961,Novel,Books,5,19015,Cash,07/12/2023,15:35:16,cancelled
TXN618484,CUST6539,Nitya Dada,29,M,P4371,Vegetables,Groceries,2,9662,Cash,09/02/2023,5:57:29,returned
TXN445692,CUST1928,Mehul Brar,25,M,P8482,Laptop,Electronics,1,162,UPI,11/05/2023,16:05:23,delivered
TXN274464,CUST7254,Madhav Kannan,41,Male,P4173,Rice,Groceries,2,5092,CC,15/09/2023,7:28:58,returned
TXN618655,CUST5456,Nirvaan Char,41,Male,P6698,Handbag,Accessories,2,6138,EMI,14/10/2023,0:03:08,pending
TXN692787,CUST6454,Nakul Dar,48,Female,P4052,Wheat,Groceries,4,18564,Cash,07/08/2023,10:00:35,delivered
TXN478224,CUST2042,Veer Aurora,27,F,P3787,Fruits,Groceries,2,8422,Debit Card,13/10/2023,1:57:28,returned
TXN672445,CUST7264,Jayesh Bandi,30,M,P7034,Sunglasses,Accessories,3,11730,UPI,18/09/2023,11:16:30,returned
TXN139687,CUST6373,Shaan Sha,26,Female,P8404,Smartphone,Electronics,4,14588,UPI,07/07/2023,9:07:55,cancelled
TXN791218,CUST6771,Reyansh Swamy,31,Male,P1524,Dining Table,Furniture,2,3114,UPI,30/12/2023,2:23:08,cancelled
TXN244160,CUST7856,Hansh Sarkar,28,Male,P9836,Rice,Groceries,5,16545,CC,04/08/2023,4:14:19,returned
TXN108683,CUST7409,Rohan Krish,25,M,P8448,Laptop,Electronics,1,2487,UPI,01/10/2023,17:02:20,returned
TXN257833,CUST1514,Prerak Tiwari,20,Female,P3060,Novel,Books,1,3162,Credit Card,01/10/2023,0:01:22,delivered
TXN967322,CUST4649,Sana Issac,20,M,P4328,Notebook,Books,3,2886,EMI,15/06/2023,6:21:54,cancelled
TXN928696,CUST9244,Yuvaan Gupta,58,Male,P2568,Fruits,Groceries,2,666,EMI,28/03/2023,21:35:47,delivered
TXN558040,CUST5126,Khushi Devan,53,Female,P5750,Wheat,Groceries,4,16836,EMI,16/11/2023,23:47:42,cancelled
TXN679667,CUST1687,Dharmajan Bhardwaj,32,F,P2324,Belt,Accessories,2,6332,Credit Card,28/06/2023,8:27:26,pending
TXN322612,CUST2469,Tushar Subramanian,30,Female,P8282,Wallet,Accessories,4,7812,Cash,26/03/2023,15:26:40,delivered
TXN696680,CUST1392,Rohan Bala,56,Female,P3065,Wallet,Accessories,1,3248,EMI,31/07/2023,17:11:10,cancelled
TXN437287,CUST4817,Shlok Cheema,50,Male,P9056,Sofa,Furniture,5,11905,Cash,27/02/2023,18:13:09,delivered
TXN758360,CUST5920,Trisha Suri,26,M,P5379,Sweater,Clothing,5,8835,Credit Card,15/08/2023,8:26:01,pending
TXN765949,CUST3890,Shalv Sen,56,F,P8899,Dining Table,Furniture,4,11068,CC,14/08/2023,1:40:13,pending
TXN112023,CUST4747,Krish Srinivasan,23,Male,P9386,Sunglasses,Accessories,3,11415,CC,06/06/2023,16:52:06,cancelled
TXN278834,CUST2304,Saira Dayal,45,F,P2375,Vegetables,Groceries,1,2620,Credit Card,19/06/2023,8:49:02,delivered
TXN354535,CUST9279,Riya Solanki,53,F,P1508,Novel,Books,4,10292,EMI,29/01/2023,17:51:55,delivered
TXN992563,CUST1619,Anahi Tak,31,Female,P3992,Watch,Accessories,3,2196,CC,04/01/2023,10:48:04,returned
TXN610530,CUST2993,Keya Samra,19,M,P5658,Magazine,Books,2,9760,Credit Card,31/01/2023,0:06:22,pending
TXN100714,CUST5436,Samaira Subramaniam,26,Female,P4268,Belt,Accessories,3,12054,CC,03/06/2023,22:45:51,delivered
TXN812360,CUST7973,Saira Khare,23,Male,P2409,Comics,Books,2,2506,UPI,14/02/2023,20:52:07,pending
TXN465913,CUST5435,Riaan Talwar,36,F,P5434,Headphones,Electronics,4,8488,Debit Card,12/09/2023,15:26:49,cancelled
TXN325976,CUST8970,Alia Kala,42,F,P7426,Milk,Groceries,4,3448,EMI,10/02/2023,2:42:40,returned
TXN636850,CUST2204,Himmat Bahl,20,M,P7603,Comics,Books,3,9429,Debit Card,24/04/2023,11:08:46,pending
TXN111257,CUST6458,Ayesha Brahmbhatt,21,Male,P1364,Comics,Books,1,2980,Credit Card,25/03/2023,23:53:10,cancelled
TXN293988,CUST3134,Umang Rana,60,Male,P9978,Vegetables,Groceries,3,717,Cash,27/09/2023,14:22:08,delivered
TXN836831,CUST6395,Krish Raja,44,Female,P4633,Smartwatch,Electronics,1,3413,Debit Card,14/12/2023,23:31:25,pending
TXN123487,CUST2366,Eshani Krishnan,43,F,P5194,Belt,Accessories,1,338,CC,06/04/2023,10:14:54,pending
TXN102369,CUST6109,Nayantara Kade,36,M,P6367,Tablet,Electronics,2,5658,Debit Card,15/03/2023,6:02:41,pending
TXN216104,CUST1437,Navya Soni,33,M,P2722,Comics,Books,1,469,Credit Card,07/12/2023,19:31:29,delivered
TXN450429,CUST1383,Zoya Bhardwaj,36,Male,P4009,T-Shirt,Clothing,4,12028,Cash,02/03/2023,3:56:02,delivered
TXN579996,CUST2836,Tejas Master,57,Male,P5953,Jacket,Clothing,3,3582,CC,14/05/2023,1:03:48,delivered
TXN473426,CUST3260,Aaryahi Bandi,45,Female,P9647,Smartwatch,Electronics,5,5510,CC,06/05/2023,9:22:01,delivered
TXN349000,CUST6487,Aayush Hayer,37,Female,P5339,Wallet,Accessories,2,682,UPI,12/06/2023,7:44:01,pending
TXN178148,CUST2974,Jayant Bansal,55,M,P5223,Sunglasses,Accessories,1,4778,CC,02/11/2023,1:55:31,returned
TXN362364,CUST8622,Anya Bal,51,M,P5825,Wardrobe,Furniture,5,12745,Cash,26/12/2023,21:59:25,returned
TXN279408,CUST4441,Nehmat Gaba,59,Male,P7008,Magazine,Books,5,12755,Debit Card,22/04/2023,3:46:20,pending
TXN413663,CUST3707,Zain Randhawa,57,Female,P6740,Notebook,Books,4,2276,Cash,09/12/2023,7:12:40,delivered
TXN212654,CUST5436,Samaira Subramaniam,26,Female,P6427,T-Shirt,Clothing,5,19010,EMI,25/12/2023,5:10:48,cancelled
TXN931723,CUST4286,Tejas Soni,26,F,P7785,Sweater,Clothing,1,2922,Credit Card,10/12/2023,17:25:57,cancelled
TXN382247,CUST5616,Emir Swaminathan,18,F,P6222,Belt,Accessories,5,8025,EMI,31/10/2023,23:24:53,returned
TXN328817,CUST7843,Mehul Saraf,24,Female,P6364,Notebook,Books,3,7044,UPI,04/03/2023,18:02:22,returned
TXN407953,CUST5556,Mehul Rajagopal,33,M,P4019,Rice,Groceries,2,7250,CC,02/10/2023,4:31:34,returned
TXN407524,CUST5097,Nitya Sahota,48,Female,P3032,T-Shirt,Clothing,2,3312,Debit Card,02/01/2023,22:14:15,cancelled
TXN744664,CUST1654,Chirag Varkey,58,M,P3697,Milk,Groceries,3,7863,CC,29/03/2023,8:22:17,delivered
TXN267939,CUST7981,Amira Kala,28,Male,P4961,Smartphone,Electronics,5,6440,Cash,29/12/2023,20:12:49,cancelled
TXN329017,CUST9012,Raunak Dugar,23,F,P1298,Headphones,Electronics,4,7824,Cash,08/04/2023,0:08:12,delivered
TXN270716,CUST2450,Rhea Rastogi,18,M,P4025,Jacket,Clothing,4,3456,Cash,14/09/2023,2:12:18,pending
TXN145711,CUST6393,Jayan Chaudhuri,23,F,P6048,Chair,Furniture,1,364,Debit Card,29/04/2023,22:08:32,returned
TXN338536,CUST3192,Gatik Khare,28,Female,P8397,Comics,Books,5,2700,UPI,21/09/2023,19:50:11,pending
TXN145916,CUST1166,Gokul Din,39,F,P1904,Comics,Books,4,15928,EMI,07/07/2023,20:43:55,delivered
TXN516567,CUST5356,Renee Kant,37,Female,P1152,Bed,Furniture,3,9663,Cash,12/04/2023,12:26:00,returned
TXN567196,CUST4599,Tarini Sethi,48,M,P8626,Textbook,Books,4,14880,Credit Card,14/03/2023,4:29:06,pending
TXN325314,CUST5419,Nitara Ahuja,57,M,P9027,Sweater,Clothing,1,1159,EMI,18/03/2023,20:31:45,cancelled
TXN612750,CUST1580,Dhanuk Deep,41,Male,P8518,Smartwatch,Electronics,5,22475,EMI,02/12/2023,4:27:54,pending
TXN914203,CUST4649,Sana Issac,20,M,P1250,Jacket,Clothing,2,4484,CC,10/11/2023,4:34:41,pending
TXN786822,CUST9950,Manikya Rastogi,56,F,P7197,Jeans,Clothing,5,10240,CC,13/03/2023,2:41:13,returned
TXN525266,CUST4637,Armaan De,18,Male,P2991,Shirt,Clothing,5,21330,EMI,31/10/2023,6:53:11,returned
TXN906217,CUST4810,Raghav Arya,22,M,P5292,Wardrobe,Furniture,1,3200,UPI,11/11/2023,3:47:21,pending
TXN800853,CUST3837,Oorja Kuruvilla,49,M,P5431,Textbook,Books,3,2943,CC,06/01/2023,17:36:57,cancelled
TXN388907,CUST8085,Rati Tara,24,Female,P1748,Comics,Books,4,12796,Cash,02/03/2023,8:52:54,pending
TXN707788,CUST6473,Indranil Talwar,31,Male,P9131,Smartphone,Electronics,5,8650,Cash,20/09/2023,6:49:59,delivered
TXN923081,CUST5378,Manjari Raj,25,Male,P3479,Tablet,Electronics,4,7472,CC,18/02/2023,4:59:21,pending
TXN829412,CUST4649,Sana Issac,20,M,P6155,Shirt,Clothing,1,4618,Credit Card,14/05/2023,3:17:33,pending
TXN946114,CUST9049,Navya Sarin,42,M,P5531,Belt,Accessories,3,5343,Debit Card,18/12/2023,2:36:24,cancelled
TXN730115,CUST2113,Anahita Vaidya,44,F,P1142,Handbag,Accessories,2,1136,EMI,30/04/2023,2:39:46,delivered
TXN262589,CUST5407,Kaira Din,21,Male,P7859,Chair,Furniture,1,4752,Cash,04/08/2023,20:04:10,returned
TXN468712,CUST6395,Krish Raja,44,Female,P8658,Handbag,Accessories,3,12120,UPI,14/03/2023,6:26:18,returned
TXN835365,CUST8488,Aaina Yogi,32,Male,P2154,Magazine,Books,2,4730,CC,17/01/2023,19:27:57,delivered
TXN869220,CUST3014,Divyansh Guha,23,Female,P9590,Headphones,Electronics,1,2309,EMI,09/06/2023,6:37:21,pending
TXN718990,CUST7423,Mohanlal Bahri,48,Female,P2332,Vegetables,Groceries,5,3190,Debit Card,06/06/2023,16:26:40,cancelled
TXN581489,CUST5276,Indrajit Vaidya,53,F,P1351,Rice,Groceries,5,2590,Debit Card,10/04/2023,22:05:52,cancelled
TXN371325,CUST5819,Tanya Vora,44,Male,P3321,Novel,Books,4,5860,Credit Card,06/08/2023,15:17:11,delivered
TXN817742,CUST5419,Nitara Ahuja,57,M,P8073,T-Shirt,Clothing,5,9000,Debit Card,24/10/2023,18:57:49,cancelled
TXN182350,CUST7409,Rohan Krish,25,M,P9214,Shirt,Clothing,2,302,Debit Card,22/12/2023,22:52:43,cancelled
TXN231778,CUST1163,Kabir Tandon,55,Female,P8766,Wheat,Groceries,2,3080,Debit Card,06/10/2023,14:51:03,delivered
TXN166978,CUST6209,Kashvi Saha,49,Female,P6874,Dining Table,Furniture,5,23070,EMI,27/05/2023,5:08:46,pending
TXN405035,CUST7157,Anahi Shroff,43,F,P6663,Handbag,Accessories,1,3843,EMI,06/05/2023,8:30:20,delivered
TXN901880,CUST3406,Lavanya Sastry,53,Female,P6661,Jeans,Clothing,2,1512,EMI,27/12/2023,1:32:58,cancelled
TXN359729,CUST3908,Shlok Srinivas,45,Male,P7691,Bed,Furniture,4,19248,Debit Card,02/08/2023,18:03:06,returned
TXN940384,CUST6330,Jiya Bhatia,40,F,P9707,Headphones,Electronics,5,4320,Debit Card,03/06/2023,13:54:09,cancelled
TXN673531,CUST9532,Ela Ramakrishnan,58,Male,P1394,Notebook,Books,2,2520,CC,25/05/2023,11:39:10,pending
TXN484288,CUST7577,Adah Dasgupta,24,Female,P1441,Laptop,Electronics,4,15008,CC,07/03/2023,20:33:21,pending
TXN128551,CUST7228,Saira Ahluwalia,60,M,P6559,Magazine,Books,5,15460,UPI,15/10/2023,20:45:47,delivered
TXN416825,CUST6337,Aayush Bail,56,Male,P1221,Sunglasses,Accessories,1,2332,CC,19/07/2023,5:14:15,returned
TXN863749,CUST1990,Aaina Sangha,19,F,P1744,Wheat,Groceries,2,302,Debit Card,06/12/2023,11:54:29,cancelled
TXN533964,CUST9725,Dhanush Salvi,30,M,P4995,Wallet,Accessories,4,5392,Credit Card,27/03/2023,7:16:55,cancelled
TXN927112,CUST6137,Gatik Badal,47,Male,P5133,Wardrobe,Furniture,1,2395,EMI,13/10/2023,10:28:29,delivered
TXN723027,CUST2506,Hiran Mand,56,Female,P9114,Jeans,Clothing,5,18475,Cash,01/11/2023,9:03:56,returned
TXN413514,CUST2304,Saira Dayal,45,F,P5229,Sunglasses,Accessories,4,5100,Credit Card,28/10/2023,19:12:36,returned
TXN801744,CUST9488,Ahana  Sethi,29,F,P8783,Tablet,Electronics,3,14565,Credit Card,03/12/2023,5:41:55,delivered
TXN184760,CUST9084,Dishani Bawa,32,M,P8201,Novel,Books,5,12920,UPI,17/03/2023,1:36:11,pending
TXN596635,CUST5111,Anvi Balakrishnan,51,F,P8290,Smartphone,Electronics,1,581,UPI,09/11/2023,23:30:34,returned
TXN312234,CUST2949,Himmat Rastogi,36,Male,P2602,T-Shirt,Clothing,2,600,UPI,29/12/2023,7:13:15,delivered
TXN939335,CUST2479,Kabir Sarraf,30,F,P9380,Smartwatch,Electronics,3,12456,EMI,27/10/2023,8:41:30,returned
TXN371741,CUST3255,Saanvi Toor,18,Male,P1615,Chair,Furniture,3,14103,Debit Card,23/09/2023,16:10:24,delivered
TXN863671,CUST9133,Kismat Sachdeva,60,Female,P3607,Textbook,Books,4,19992,Credit Card,18/10/2023,17:41:04,pending
TXN841293,CUST3458,Trisha Zacharia,60,M,P7508,Handbag,Accessories,2,8194,CC,25/09/2023,1:07:53,returned
TXN463102,CUST3948,Rohan Kalla,50,M,P8317,Handbag,Accessories,5,16180,Cash,05/04/2023,10:58:39,delivered
TXN732624,CUST1654,Chirag Varkey,58,M,P9906,Watch,Accessories,5,8840,Cash,19/08/2023,7:41:25,delivered
TXN487245,CUST4869,Indranil Mander,31,M,P8008,Fruits,Groceries,2,3442,EMI,03/09/2023,15:56:03,delivered
TXN277535,CUST4637,Armaan De,18,Male,P6646,Sweater,Clothing,2,7196,Credit Card,10/01/2023,16:48:46,returned
TXN619823,CUST5198,Samaira Chakraborty,32,F,P1377,Tablet,Electronics,4,13048,Cash,21/11/2023,1:44:32,returned
TXN108053,CUST1020,Charvi Gupta,24,Male,P4249,Notebook,Books,3,1599,Debit Card,01/08/2023,13:08:52,pending
TXN296269,CUST7805,Heer Bhat,25,M,P7808,Headphones,Electronics,5,22740,Credit Card,20/02/2023,14:46:26,delivered
TXN510032,CUST7105,Badal Ratti,41,F,P8761,Shirt,Clothing,5,16350,Debit Card,20/02/2023,16:24:05,cancelled
TXN323110,CUST8831,Shlok Dhingra,35,Female,P8925,Handbag,Accessories,2,9032,EMI,07/07/2023,4:06:34,cancelled
TXN417988,CUST5469,Shanaya Bhatnagar,58,F,P8260,Milk,Groceries,1,2602,UPI,03/05/2023,10:06:11,cancelled
TXN727454,CUST1687,Dharmajan Bhardwaj,32,F,P8223,Watch,Accessories,1,771,CC,19/02/2023,20:35:58,cancelled
TXN217029,CUST3458,Trisha Zacharia,60,M,P6375,Jacket,Clothing,5,19290,Cash,19/11/2023,3:19:46,cancelled
TXN927597,CUST6395,Krish Raja,44,Female,P9942,Shirt,Clothing,4,16644,Credit Card,29/05/2023,11:46:22,pending
TXN168959,CUST3458,Trisha Zacharia,60,M,P5194,Magazine,Books,5,6520,EMI,27/11/2023,5:05:10,pending
TXN185496,CUST2045,Divit Dhar,57,Male,P8739,T-Shirt,Clothing,3,9603,EMI,16/03/2023,11:19:09,delivered
TXN805327,CUST3837,Oorja Kuruvilla,49,M,P7944,Headphones,Electronics,1,457,Debit Card,04/07/2023,3:50:08,cancelled
TXN285426,CUST7250,Faiyaz Dubey,18,M,P2477,Jeans,Clothing,2,7192,CC,31/08/2023,14:11:03,returned
TXN421152,CUST1163,Kabir Tandon,55,Female,P5862,Wardrobe,Furniture,4,3268,UPI,21/11/2023,6:27:59,pending
TXN995952,CUST3109,Anahi Apte,29,M,P9842,Smartwatch,Electronics,5,7420,CC,31/08/2023,19:10:07,pending
TXN322779,CUST7879,Sana Mahal,44,M,P2269,Sofa,Furniture,4,19936,UPI,16/02/2023,23:10:55,cancelled
TXN508211,CUST5819,Tanya Vora,44,Male,P2070,Comics,Books,5,9805,EMI,06/04/2023,11:03:11,returned
TXN751427,CUST4649,Sana Issac,20,M,P3805,Smartphone,Electronics,2,610,Debit Card,25/11/2023,7:06:14,cancelled
TXN460207,CUST5212,Divit Madan,46,M,P2917,Comics,Books,2,4418,Debit Card,15/10/2023,5:02:05,pending
TXN184023,CUST8970,Alia Kala,42,F,P1457,Smartphone,Electronics,3,3054,EMI,28/07/2023,5:46:43,cancelled
